"EventDate","CaclEventStartTime2","CalcEventEndTime2","CalcEventType","EventTitleName","EventLocation","EventDescription","Latitude","Longitude"
"April 8, 2011",11:30:00,13:30:00,"*AP","Career Development Open House","Room 12-170 ","How do you... find a summer internship or a job after graduation? write a resume? apply to graduate school? Come talk with staff about the wide variety of services and support we offer students. Also learn about the F/ASIP program for Freshmen!","42.360192919586375","-71.09158515930176"
"April 8, 2011",11:30:00,13:30:00,"*AP","Global Education Office Open House","Room 12-189","Come to the Global Education and Career Development Center and learn more about research, internships, public service projects and study abroad opportunities. Also, learn about distinguished fellowships such as the Fulbright, Rhodes, Marshall and more!","42.36016120841583","-71.09156370162964"
"April 8, 2011",11:30:00,13:30:00,"*AP","Pre-Professional Advising Open House","Room 12-185","Come to the Global Education and Career Development Office and meet with staff members to discuss services offered for Pre-health and Pre-law students.","42.360256341879456","-71.09160661697388"
"April 8, 2011",11:30:00,13:30:00,"AP","MISTI Open House","Stata TSMC Lobby, Building 32","Want an all-expenses-paid internship abroad? MISTI matches over 500 MIT students annually with premier corporations, universities and research institutes in ten countries around the world. Visit the MISTI Open House to find out more!","42.361921154176926","-71.0904049873352"
"April 8, 2011",11:30:00,13:30:00,"F","BRUNCH AT THE HOUSE","Alpha Epsilon Pi, 155 Bay State Rd., Boston","Cereal, pancakes, waffles, eggs... how could anybody pass up a delicious brunch on a Saturday morning? Call us at 847-902-0863 for a ride. ",,
"April 8, 2011",11:30:00,14:00:00,"RO","Learn to DJ!","Student Center Steps (W20)","Learn how to spin with the best DJs in the Boston area! We'll be spinning hip-hop, top 40, and electro. Beginners welcome.","42.35881346887422","-71.09451413154602"
"April 8, 2011",11:30:00,14:00:00,"F","Lunch with Kappa Sigma","Kappa Sigma, 407 Memorial Dr., Cambridge","Take a break from classes and come by for a bite or two prepared by our very own Chef John. We're located conveniently on campus.","42.35613772382906","-71.0973733663559"
"April 8, 2011",11:30:00,14:30:00,"D","Grilling at EC","East Campus Courtyard (between Buildings 62 and 64)","Come to the EC Courtyard for a variety of grilled foods. Like burgers. And probably vegetables and mysterious soy products if we can get our act together. ","42.360288053001966","-71.08834505081177"
"April 8, 2011",11:30:00,21:30:00,"D","How to Build a House","East Campus (62), Talbot Lounge","Learn how to build a house while helping us build an entire finished house wall up to code. Any levels of skill or lack thereof welcome. Feel free to come and go as you please.","42.36033561965575","-71.08875274658203"
"April 8, 2011",12:00:00,12:40:00,"G","Daily Mass","MIT Chapel (W15)","Daily Mass at the MIT Chapel with the Tech Catholic Community.","42.358147516312506","-71.09501838684082"
"April 8, 2011",12:00:00,13:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",12:00:00,13:00:00,"APO","MIT Energy Initiative Open House","Room E19-319","Stop by the MIT Energy Initiative (MITEI) to learn what MITEI is and does, talk to students involved in energy research and eduction, and discover how to get involved in campus energy projects.","42.36219069106654","-71.08796954154968"
"April 8, 2011",12:00:00,13:00:00,"RP","Emerson Scholar Student Recital","Killian Hall (Room 14W-111)","Musical performance by Emerson Scholar, Andrew Wang '11, on the piano. Works of Schubert, Haydn, Mendelssohn, Rachmaninoff and Chopin will be performed. Free admission.","42.35882932480159","-71.08941793441772"
"April 8, 2011",12:00:00,13:00:00,"AP","Opportunities for Aerospace Engineers in the Future of Space Explorations, Prof. Jeffrey A. Hoffman","Room 4-237","Dr. Jeffrey Hoffman, a former NASA astronaut, flew five shuttle missions and was inducted into the U.S. Astronaut Hall of Fame in 2007. Hoffman is now a Professor of the Practice in the Department of Aeronautics and Astronautics but still has close ties with NASA. Among courses taught by Prof. Hoffman is the popular project-based course, 16.00-Intro to Aerospace & Design, which meets in the spring and is open to freshmen.  ",,
"April 8, 2011",12:00:00,13:00:00,"G","Pizza and Games @ Hillel","Religious Activities Center (W11), Community Dining Room","Come hang out with current Jewish students over pizza and games! Find out about Hillel's various programs throughout the year and catch some footage from this year's epic Latke-Hamentaschen Debate.","42.358242652824856","-71.09353244304657"
"April 8, 2011",12:00:00,13:30:00,,"Public Service, MIT-style!","Room 4-104","Please join us in some hands-on projects while you check out some very cool exhibits that show how MIT students serve communities locally, nationally and internationally! Speak with staff and students from the Public Service Center, D-Lab and student service groups. A list of locations will be available at the MIT Public Service Center in 4-104 beginning at 11:30am.  ","42.359701394644524","-71.0914671421051"
"April 8, 2011",12:00:00,14:00:00,"SF","Dodgeball!","Zesiger Center (W35), 3rd Floor, MAC Court","Join the brothers of Sigma Phi Epsilon as we ""dodge, duck, dip, dive, and dodge""!","42.358643017402485","-71.09574794769287"
"April 8, 2011",12:00:00,14:00:00,"F","Bob's Burgers","Alpha Delta Phi, 351 Massachusetts Ave., Cambridge","Our chef, Bobby Mac, has the best burgers in town. Come enjoy an amazing lunch experience in Cambridge.","42.36286849195843","-71.09906047582626"
"April 8, 2011",12:00:00,15:00:00,"DP","MacGregor House Tours","MacGregor House (W61), Lobby","Take a tour through the hallowed halls of MacGregor with one of our friendly residents. Check out what a typical room looks like, and see what facilities we have to offer.","42.355439","-71.099777"
"April 8, 2011",12:00:00,16:00:00,"F","ILG Cookie Bakeoff","Student Center (W20), Plaza","MIT's Independent Living Groups have spent days baking delicious cookies for you! EAT THEM. OM NOM NOM. We will be just outside the Student Center.","42.358686621311335","-71.09467506408691"
"April 8, 2011",12:00:00,16:00:00,"RP","Life @ MIT Interviews","Student Center Lobby (W20), by Copy Tech","The Dramashop is putting together a play for the fall about what MIT has come to mean to us all. Come share your experiences and join in on this exciting project! Meet us at our booth in the Student Center.",,
"April 8, 2011",12:15:00,13:45:00,"GO","UCO Eat and Greet","Religious Activities Center (W11), Room 155","Eat lunch and hang out with Christians from over 10 different groups on campus who are all part of the United Christian Organization (UCO). Find out about all the amazing events, resources, and support available to Christians at MIT.","42.35817922849928","-71.09351634979248"
"April 8, 2011",12:15:00,14:00:00,"F","Lunch","Student Center Steps (W20)","Stop by the Student Center and join us for lunch to fuel up before sports on campus.","42.359083","-71.094761"
"April 8, 2011",12:30:00,13:30:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",12:30:00,13:30:00,"OM","Latina Womens' Lunch","Room 3-310","Join Mujeres Latinas for a discussion on the purpose of our organization as well as our experiences at MIT, including being a minority woman and adjusting to the rigors of college life. A delicious lunch will be served!",,
"April 8, 2011",12:30:00,14:00:00,"D","East Campus Mural Tours","East Campus Courtyard (between Buildings 62 and 64)","East Campus has murals older than you. Come for a tour as our learned curator brings you through the entire history of the art on the walls of East Campus. Tours will leave every 15 minutes.","42.3602404863122","-71.08843088150024"
"April 8, 2011",12:30:00,14:00:00,"ADP","Residential-Based Advising (RBA) Meet and Greet","Student Center (W20), 3rd Floor, Coffeehouse","Come and find out what Residential-Based Advising is all about! Meet the Resident Associate Advisors (RAAs) and talk about academic and residential life at MIT.","42.359019595617745","-71.09476089477539"
"April 8, 2011",13:00:00,14:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",13:00:00,14:00:00,"AP","Ocean Engineering Open House","Room 3-270","Discover the exciting possibilities of Ocean Engineering (course 2-OE). Learn about the curriculum and labs, plus meet our faculty that lead the field in underwater robotics, ocean modeling, ship design, acoustic sensing, ocean energy and more. 2-OE students will be answering questions about their academics and post-MIT careers.","42.35855184549523","-71.09217524528503"
"April 8, 2011",13:00:00,14:00:00,"*AP","Undergraduate Research Opportunities Program (UROP) Panel Discussion","Kresge Auditorium (W16) ","Come learn about all aspects of UROP at MIT, including how to participate, what type of research is appropriate, what to expect from the program, and more. Discussion will center on the experiences of the UROP student panel as moderated by UROP staff. Plenty of time will be allowed for questions and answers, so bring your questions!","42.358147516312506","-71.09495401382446"
"April 8, 2011",13:00:00,14:00:00,"FP","Balanced Man Scholarship Information Session ","Room 2-131","Come learn more about the $5,000 Balanced Man Scholarship, which is open to all undergraduate men and women who will be attending MIT for the '11-'12 school year. Hosted by the brothers of Sigma Phi Epsilon.","42.35870247727072","-71.08999729156494"
"April 8, 2011",13:00:00,14:30:00,"F","Good Ol' Fashioned BBQ at TDC ","Theta Delta Chi, 372 Memorial Dr., Cambridge","Hamburgers and hot dogs. Nom nom nom nom.","42.356355751762926","-71.09648287296295"
"April 8, 2011",13:00:00,15:00:00,"D","Capture the Flag at Next","Next House (W71)","Next House has a fun network of staircases, many floors, two elevators, and tons of lounges! What better way to navigate the place than to play some capture the flag? We’ll have some refreshments for when you need a break!","42.354500508087064","-71.10220670700073"
"April 8, 2011",13:00:00,15:00:00,"D","Soldering Seminar","East Campus (62), Talbot Lounge","Want to learn how to make circuits that actually do things? The soldering seminar will teach you everything you need to know, plus you get to keep the circuit you make!","42.360192919586375","-71.08866691589355"
"April 8, 2011",13:00:00,15:00:00,"F","Lunch at Student Center Steps","Student Center Steps (W20)","Come see how the brothers of Nu Delta make the best of a lunch break. There will be music and jokes to go around.","42.35894031618102","-71.09426736831665"
"April 8, 2011",13:00:00,16:00:00,"PGO","Cookies and Christianity","Religious Activities Center (W11), Room W11-080","Do you have questions about Christianity at MIT? Need information about Christian student groups and activities during CPW and next fall? Just want a place to relax and have some cookies? Drop by!","42.35822679674948","-71.09347343444824"
"April 8, 2011",13:00:00,17:00:00,"DP","McCormick Hall Tours!","Meet in McCormick Hall (W4), Lobby","Come take a tour of McCormick to see the famously spacious rooms with huge windows and our two penthouses! Tours leave every 20 minutes from the McCormick lobby.","42.35726749674515","-71.09448194503784"
"April 8, 2011",13:00:00,18:00:00,"D","Mural Painting","Meet at East Campus (62), Talbot Lounge","Add to the long, rich tradition of murals in East Campus. We'll head to the Fifth East hall after meeting in Talbot to upgrade some art there. Feel free to come and go as you please.","42.36016913620997","-71.08866691589355"
"April 8, 2011",13:10:00,14:00:00,"G","Friday Prayer (Jumu'ah)","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with fellow MIT Muslims.",,
"April 8, 2011",13:30:00,14:30:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",13:30:00,14:30:00,"*FP","How to Help Your Daughter: Sororities at MIT Information Session","Student Center (W20), 3rd Floor, Twenty Chimneys","At MIT, sororities serve as a wonderful resource for academic, leadership, and personal support. Come meet women from MIT's sororities and find out how your daughter can become a part of the largest women's community on campus.","42.35900770370861","-71.09480381011963"
"April 8, 2011",13:47:00,15:17:00,"D","(Pre)Frosh Feeding Frenzy","Random Hall (NW61)","Come start the Freshman 15 early! ALL THE FOOD. You can eat it here. Be refreshed!","42.362035","-71.098074"
"April 8, 2011",14:00:00,15:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",14:00:00,15:00:00,"D","Intergalactic SET Tournament","New House (W70), French House (House 5), 5th Floor Lounge","Come play the fantastic game of SET against our intergalactic SET champion, Davie Rolnick.","42.35488107535739","-71.10085487365723"
"April 8, 2011",14:00:00,15:00:00,"SF","Ready, Set, Dodgeball!","Zesiger Center (W35), 3rd Floor, MAC Court","If you can dodge a wrench, you can dodge a ball. Don't worry, you just have dodge balls this time. Come play on the third floor of the Zesiger Center above the pool. ","42.35844878144081","-71.09594106674194"
"April 8, 2011",14:00:00,15:00:00,"D","Late Riser's Breakfast","Senior House (E2)","Learn about being a real college student by getting up at the same time we do to get some awesome breakfast. Bacon, pancakes, orange juice, lots of butter, and love. ","42.35987580716078","-71.08677864074707"
"April 8, 2011",14:00:00,15:00:00,"*P","Student Financial Services Information Session ","Kresge Auditorium (W16)","All parents and students are encouraged to attend a presentation on financing an MIT education.  Included will be information about the online student account, a general overview of the undergraduate financial aid program, how to apply for loans, and how to find on-campus student employment. Elizabeth M. Hicks, Executive Director of Student Financial Services","42.35811976813594","-71.09493255615234"
"April 8, 2011",14:00:00,15:30:00,"GO","Mormon Finger Pudding Painting!","Religious Activities Center (W11), Small Dining Room","Come join the MIT Mormons for finger painting where the paint TASTES DELICIOUS!  See if you can find the perfect combination of color and taste to show off your finger painting abilities. ","42.3582149046903","-71.09354853630066"
"April 8, 2011",14:00:00,16:00:00,"*AR","Academic/Arts Fair","Johnson Athletic Center (W34)","Undergraduate students and academic department/program representatives, as well as students, faculty, and staff from MIT's arts community will be on hand to provide information about the variety of majors and programs offered at MIT.","42.35849634948695","-71.09647750854492"
"April 8, 2011",14:00:00,16:00:00,"*S","Athletics, Physical Education and Recreation Fair","Rockwell Cage (W33)","Meet educators, coaches and athletes, and learn all about the physical education, recreation, intramural, club and athletic programs and opportunities at MIT.","42.35849634948695","-71.09647750854492"
"April 8, 2011",14:00:00,16:00:00,"D","Chocolate Fondue","New House (W70), French House (House 6), 5th Floor Kitchen","Dip noms in melted chocolate. Ingest. It's easy.","42.35500793060204","-71.10117673873901"
"April 8, 2011",14:00:00,16:00:00,"D","Music and Food in the Lounge","New House (W70), House 2, 5th Floor Lounge","We have a really chill atmosphere and really friendly people, so come on over and get some free food, listen to good music, and meet the people of House 2.","42.35527749714674","-71.10044717788696"
"April 8, 2011",14:00:00,16:00:00,"F","Pick-up Basketball","DuPont Athletic Center (W32), Court #1","Come join the brothers of Delta Kappa Epsilon (DKE) for some pick-up basketball. It doesn't matter if you've never played or are an NBA all-star, just relax and come join us for some fun!","42.35963797179134","-71.09497547149658"
"April 8, 2011",14:00:00,16:00:00,"AP","Society of Physics Students Undergraduate Research Symposium","Room 8-329","The Society of Physics Students Undergraduate Research Symposium is a poster session showcasing exciting research in physics and related fields being undertaken by MIT undergraduates.","42.36009778602673","-71.09068930149078"
"April 8, 2011",14:00:00,16:00:00,"DP","Dorm Tours","Next House (W71)","Want to be able to see the various facilities of Next House in a nice, informative fashion? Take a short dorm tour!","42.354611507112295","-71.10218524932861"
"April 8, 2011",14:00:00,16:00:00,"DP","Maseeh Hall Information Session","Student Center (W20), 4th Floor, Room 491","Ever wanted to live in a castle? Want to learn more about the newest dorm on campus? Get all your questions answered and your bellies filled by the future residents and housemasters of Maseeh Hall!","42.35898788385505","-71.09478235244751"
"April 8, 2011",14:17:00,15:17:00,"D","Tea 'n' Math","Random Hall (NW61)","Tea is warm; cookies are sweet; math is beautiful. Come enjoy all three.","42.362035","-71.098074"
"April 8, 2011",14:30:00,15:30:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",14:30:00,16:00:00,"O","1000 Fire Hazards... and pie","ESP Office (Room W20-467)","Come hear about the horrors and explosions of ESP’s sordid past (and present). And to eat pies with us for we have many pies!",,
"April 8, 2011",14:30:00,16:00:00,"F","SigEp Gives You Wings","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Feast on Boston's best wings as you prepare for the night ahead. Time to energize!!","42.35074327367393","-71.09052568674088"
"April 8, 2011",14:30:00,17:00:00,"D","Sewing Seminar","East Campus (62), Talbot Lounge","Learn to sew as part of the East Campus seminar series! Come experience how easy it is to make your own giant stuffed soft thing.","42.36016120841583","-71.08867764472961"
"April 8, 2011",15:00:00,16:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",15:00:00,16:00:00,"RP","Emerson Scholar Student Recital","Killian Hall (Room 14W-111)","Musical performance by Emerson Scholars, Zachary Addison ’11, violin and Sarah Rumbley, piano. Works of Beethoven, Prokofiev and Wieniawski will be performed. Free admission.","42.358884820515804","-71.08946084976196"
"April 8, 2011",15:00:00,16:00:00,"*P","Academic Programming and Support: A Student Life and Learning Panel ","Kresge Auditorium (W16) ","Learn about the many kinds of interactions that occur between students and faculty at MIT, and the wonderful collaborative environment in which they work and study together. Bring your questions about academic support, advising and guidance. Daniel Hastings, Dean of Undergraduate Education, will be joined by administrators and a current student to address questions.","42.35809994800231","-71.09503984451294"
"April 8, 2011",15:00:00,16:00:00,"D","Broccoli Bonsai","East Campus (62), Talbot Lounge","Broccoli Bonsai is a gathering of unenlightened heathens who seek to reveal the true nature of the ""Broccoli Bonsai.” We do this by cutting away all that is not ""Broccoli Bonsai""-nature.","42.36024841409631","-71.08867764472961"
"April 8, 2011",15:00:00,16:00:00,"AP","Mechanical Engineering Information Session","Room 3-133","This 30-minute info session will be conducted by Professor Derek Rowell, followed by a meet & greet with students in the Mech E Student Commons (Room 1-114, 3:30pm) and a tour of Pappalardo Lab I (departing from 1-114, at 4pm). Feel free to drop in as your schedule permits or stay for all three sessions!","42.35908301909511","-71.09250783920288"
"April 8, 2011",15:00:00,16:20:00,"D","Attack a Canvas with Paint","Senior House (E2), Courtyard","In the mood for ART VIOLENCE? Throw some paint on large canvases in the courtyard and make some communal artwork. House tours also available. ","42.359891662820075","-71.08682155609131"
"April 8, 2011",15:00:00,17:00:00,"APO","CPW / Freshmen Open House Ice Cream Social","Room 2-102","Join the Department of Mathematics for an ice cream social. Make your own ice cream sundaes and talk with math majors and faculty.",,
"April 8, 2011",15:00:00,17:00:00,"F","Smoothies!","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Like smoothies? Of course you do! We will be blending up some delicious flavors for you to enjoy!","42.35075021153347","-71.09057933092117"
"April 8, 2011",15:00:00,17:00:00,"F","Rock Band with SigEp!","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Want to rock out? We have all you need. Guitar, bass, drums, piano. All set up on our huge projector screen! ","42.35075120265622","-71.09056457877159"
"April 8, 2011",15:00:00,17:00:00,"D","Bubbles!","Green space between New House (W70) and Next House (W71)","These aren't your granddad's bubbles. Come learn to blow giant bubbles using your hands. Make them bounce. Share in the joy of these soapy film spheres.","42.35483746880789","-71.10103189945221"
"April 8, 2011",15:00:00,17:00:00,"SF","Ultimate Frisbee with Sigma Nu","Meet in Lobby 10","Come play ultimate frisbee with the Brothers of Sigma Nu! There will be frisbee. It will be ultimate.","42.358752","-71.09156"
"April 8, 2011",15:00:00,17:30:00,"DPM","Minority Men’s Discussion","New House (W70), House 1, 3rd Floor, Chocolate City Lounge","The brothers of Chocolate City will be ready to answer questions to incoming men and parents in the 3rd floor lounge of Chocolate City. Questions about MIT, and anything you can think of coming to college in Boston will be on the table for discussion. Food will be provided.","42.35512289294633","-71.10019505023956"
"April 8, 2011",15:00:00,18:00:00,"O","Rainbow Lounge Open House","Rainbow Lounge (Room 50-005)","Tour the Rainbow Lounge with burritos, pinatas, salsa dancing, and lots of great people...what a great way to spend a Friday afternoon! Please join us to celebrate and welcome new MIT prefrosh into the LBGT and LBGT-Ally community at MIT.","42.35928914495439","-71.08823776245117"
"April 8, 2011",15:00:00,18:00:00,"F","Foosball, Pool and Ping Pong","Sigma Phi Epsilon, 518 Beacon St. (Big Red Door), Boston","Think you have skills? Come challenge our in house champions or just have fun!","42.350746247042395","-71.09056323766708"
"April 8, 2011",15:00:00,18:00:00,"F","Stoop Session w/ Hacky Sack","Beta Theta Pi, 119 Bay State Rd., Boston","Come hang out in front of our house and play hacky sack, play guitar or just chill. Stick around for dinner at 6pm!","42.350314116015724","-71.09835505485535"
"April 8, 2011",15:00:00,18:00:00,"F","Frisbee Friday","Phi Kappa Sigma, 530 Beacon St., Boston","As per tradition, the brothers of Phi Kappa Sigma (Skullhouse) celebrate the end of the week at MIT and kick off the beginning of another relaxing weekend with an afternoon of sports. This week: Ultimate Frisbee. ","42.35870247727072","-71.09154224395752"
"April 8, 2011",15:00:00,18:00:00,"F","Sports with ZBT","Briggs Field C (between New House, W70 and Simmons, W79)
","Come play soccer, ultimate and other sports with the brothers of ZBT. Call Rick for rides (617-232-3257).","42.35659359955532","-71.09873056411743"
"April 8, 2011",15:00:00,20:00:00,"D","Haus Safari","Senior House (E2)","Come tour Senior Haus, a land steeped in history. See the wall paintings depicting Pokemon mating rituals, and marvel at the Unlimited Free Ramen Dispenser. If you're lucky, you may see the primeval tribes that call this place home.","42.35998679669178","-71.08690738677979"
"April 8, 2011",15:00:00,20:00:00,"D","Hair Dyeing","East Campus (62), Talbot Lounge","We like hair dye. We want to share our hair dye with you. We also have non-permanent options.","42.36010571382888","-71.08863472938538"
"April 8, 2011",15:00:00,21:00:00,"D","2015 Cookies and Pizza","Meet at East Campus (62), Talbot Lounge","3:00 shall mark the start of a monumental journey in human history -- the baking of 2015 cookies in EC. Come by to eat pizza and help, or just to witness our John Henries of baking work their magic.","42.36018499179524","-71.08862400054932"
"April 8, 2011",15:17:00,16:17:00,"D","Random Paul","Random Hall (NW61)","Come get all of your questions about MIT answered. All answers guaranteed provided by 100% MIT students 100% named Paul.","42.362035","-71.098074"
"April 8, 2011",15:30:00,16:30:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",15:30:00,16:30:00,"O","Tech Campus Life Profiles","Student Center (W20), 4th Floor, Room 483","Our writers interview the big shots at MIT, and then publish stories and profiles about them. Talk with a high ranking member of the MIT administration - the Q&A will be printed on Tuesday! We’ll provide the source and the refreshments - you provide the questions!",,
"April 8, 2011",15:30:00,17:00:00,"AP","EECS ""Course 6"" Department Presentation","Room 34-401","The Electrical Engineering and Computer Science (EECS) Department Head introduces academic and research opportunities, then research presentations, with robots, handouts, T-shirts, and food.  ","42.36117595793521","-71.09201431274414"
"April 8, 2011",15:30:00,17:00:00,"*FO","Sorority Ice Cream Social","Kresge BBQ Pits (outside W16)","Wonder what Greek life at MIT is like? Eat free ice cream & cookies and meet sorority women to get all of your questions answered! Women from all 6 sororities will be present to chat. Rain Location: Student Center (W20), 3rd Floor, Twenty Chimneys.","42.35773525642793","-71.09516322612762"
"April 8, 2011",16:00:00,16:30:00,"*P","Overview of Campus Dining and TechCASH ","Student Center (W20), 2nd Floor, Lobdell Dining Hall ","Learn about MIT's Campus Dining and TechCASH programs, presented by the Directors of Campus Dining & Enterprise Services. This session includes information about MIT House Dining Meal Plans and MIT declining balance accounts used to purchase food and other goods and services on campus. (Additional sessions Friday, 4:30pm and Saturday, 10:30 and 11:00am.)","42.35903545149308","-71.09469652175903"
"April 8, 2011",16:00:00,17:00:00,"*TP","Campus Tour","Student Center (W20), 2nd Floor","Departing on the hour and the half hour from Wiesner Student Art Gallery. ","42.359083","-71.094761"
"April 8, 2011",16:00:00,17:00:00,"AP","Civil and Environmental Engineering (CEE)  Departmental Reception","Room 1-131","Departmental reception for students and their parents interested in CEE.","42.358052379656115","-71.09265804290771"
"April 8, 2011",16:00:00,17:00:00,"*FP","Parent/Student Panel on Fraternity Life at MIT","Student Center (W20), 3rd Floor, Mezzanine Lounge","More than 1000 undergraduates affiliate with one of MIT's 26 Fraternities. Join the Interfraternity Council Executive Committee for a panel discussion about fraternity life at MIT and see what makes it a substantial and unique part of the student body.","42.358892748470986","-71.09491109848022"
"April 8, 2011",16:00:00,17:00:00,"AP","Department of Materials Science and Engineering Open Hourse","Room 6-104","Please join Professor Edwin Thomas, Department Head, Department of Materials Science and Engineering for an open house. Information regarding the undergraduate program in DMSE will be discussed with question and answer session. Light refreshments will be served.",,
"April 8, 2011",16:00:00,17:00:00,"*P","Student Activities, Athletics, and Leadership","Kresge Auditorium (W16) ","There's more to life than just academics. Learn about the many ways students get involved in and lead campus activities and athletics that help to enhance areas of intellectual, personal and social development. Campus administrators and students will answer your questions.","42.35809994800231","-71.09503984451294"
"April 8, 2011",16:00:00,17:00:00,"D","Light It Up! - Next Make Seminar","Next House (W71)","Go to Next House’s basement to see our Next House based hands-on technology student group - Next Make - build some awesome lights that will be used tonight at the REVERB Party!","42.35454807912188","-71.10218524932861"
"April 8, 2011",16:00:00,17:00:00,"AP","Mechanical Engineering Tour","Meet in Room 1-114 (on the corner of buildings 1 & 5)","Take a tour of Pappalardo Lab I, led by Dick Fenner, Director of Undergraduate Teaching Laboratories. (The Mech E information session will be held separately, also on Friday, at 3pm, in Room 3-133.)","42.35836950128392","-71.09272241592407"
"April 8, 2011",16:00:00,17:30:00,"AP","Tour the MIT Reactor","MIT Reactor, 133 Albany St., Cambridge","Reservations Required in advance! Tour the MIT Reactor, a 5 megawatt water cooled research reactor used by MIT Nuclear Engineering and Physics students for courses and experiments. Please send name and address to pbrenton@mit.edu at least 48 hours in advance to attend due to NRC regulations. Limited to first 25 responders; please do not reserve a space unless you are sure you will attend.","42.36027219744272","-71.09699249267578"
"April 8, 2011",16:00:00,18:00:00,"D","Smoothigami","New House (W70), House 4, Kitchens","Come down to New House for a smoothies, origami, and a great time! The cool cats of House 4 are organizing a smoothie-and-origami making bonanza! Mingle with fellow prefrosh and residing MIT students. There will be more than enough smoothigami to keep you satisfied!",,
"April 8, 2011",16:00:00,18:00:00,"D","Simmons Ultimate","Simmons Hall (W79), Lobby","Simmons loves ultimate! Do you? Come play a game of Ultimate with us. Meet in the Lobby and we will head out to Brigg’s Field D. Work up an appetite and then head back to Simmons for our make-your-own pizza night.","42.35705343606803","-71.10147714614868"
"April 8, 2011",16:00:00,18:15:00,"D","Cuisinez avec La Maison Francaise!","New House (W70), French House kitchen (House 6, 5th floor)","Help La Maison Francaise prepare a scrumptious meal from scratch. Come chop, stir, sift, and immersion blend with us. Stick around until dinnertime, quand nous mangerons. No kitchen experience required!","42.35505550125277","-71.10117673873901"
"April 8, 2011",16:00:00,18:30:00,"F","Phi Sig Billiard Room","Phi Sigma Kappa, 487 Commonwealth Ave., Boston","Stop by and see our recently renovated billiard lounge for an old-fashioned pool tournament. 3rd stop on Saferide Boston East.",,"Fraternity"
"April 8, 2011",16:00:00,19:00:00,"D","Nepali Carnival Cookout","Burton-Conner House (W51), Conner-side BBQ Pits","So you get burgers and hot dogs. And pickles. AND POPCORN. AND COTTON CANDY. And yes, GAMES! But not just any games -- authentic Nepali games! And pin the tail on the BC residents! Wait, what...?","42.356070333223755","-71.09785079956055"
"April 8, 2011",16:00:00,21:30:00,"DP","Tours of East Campus","Meet at East Campus (62), Talbot Lounge","Come get a tour of the East Campus dorm. Hopefully you won't get attacked by vikings. Or maybe you think that sort of thing is cool. Leaving every half hour for most of the weekend.","42.36017706400311","-71.08866691589355"
"April 8, 2011",16:15:00,17:15:00,"F","Battleship Twister","Epsilon Theta, 259 St. Paul St., Brookline","You sunk my foot! Join us for this unique blend of two wonderful childhood games. Meet us in Lobby 7 to catch our Big Silver Van to Epsilon Theta.",,"US"
"April 8, 2011",16:17:00,17:17:00,"D","CS & Juice","Random Hall (NW61)","Juice tastes better than tea. Computer science is more fun than math.","42.362035","-71.098074"
"April 8, 2011",16:20:00,17:30:00,"D","Mad Hatter Tea","Senior House (E2), Courtyard","Tea and Crumpets and Mad Hatters. Celebrate the Joi De Vivre that MIT causes.","42.359891662820075","-71.08682155609131"
"April 8, 2011",16:27:00,16:57:00,"G","Asr Prayer","Religious Activities Center (W11), 1st Floor, Musallah","Come pray with other MIT Muslims.",,
"April 8, 2011",16:30:00,17:00:00,"*P","Overview of Campus Dining and TechCASH ","Student Center (W20), 2nd Floor, Lobdell Dining Hall ","Learn about MIT's Campus Dining and TechCASH programs, presented by the Directors of Campus Dining & Enterprise Services. This session includes information about MIT House Dining Meal Plans and MIT declining balance accounts used to purchase food and other goods and services on campus. (Additional sessions Friday, 4:00pm and Saturday, 10:30 and 11:00am.)","42.35903545149308","-71.09469652175903"
